FTHG,FTAG,Date,FTR,HomeTeam,AwayTeam
1,1,12/09/2021,D,FC Groningen,SC Heerenveen
3,1,12/09/2021,H,Sparta Rotterdam,Fortuna Sittard
1,1,17/09/2021,D,Sparta Rotterdam,NEC Nijmegen
2,2,18/09/2021,D,FC Utrecht,RKC Waalwijk
9,0,18/09/2021,H,Ajax,SC Cambuur
2,1,18/09/2021,H,Willem II,FC Groningen
1,0,18/09/2021,H,SC Heerenveen,Fortuna Sittard
1,0,19/09/2021,H,Go Ahead Eagles,PEC Zwolle
0,4,19/09/2021,A,PSV Eindhoven,Feyenoord
3,2,19/09/2021,H,Heracles Almelo,AZ Alkmaar
1,4,19/09/2021,A,Vitesse,FC Twente
0,5,21/09/2021,A,Fortuna Sittard,Ajax
1,2,21/09/2021,A,RKC Waalwijk,Willem II
3,1,22/09/2021,H,Feyenoord,SC Heerenveen
0,1,22/09/2021,A,FC Groningen,Vitesse
1,1,22/09/2021,D,PEC Zwolle,Sparta Rotterdam
1,2,22/09/2021,A,Go Ahead Eagles,PSV Eindhoven
0,3,22/09/2021,A,NEC Nijmegen,FC Utrecht
2,1,23/09/2021,H,SC Cambuur,Heracles Almelo
3,1,23/09/2021,H,FC Twente,AZ Alkmaar
2,1,25/09/2021,H,Willem II,PSV Eindhoven
3,0,25/09/2021,H,Ajax,FC Groningen
1,1,25/09/2021,D,Vitesse,Fortuna Sittard
5,3,25/09/2021,H,Feyenoord,NEC Nijmegen
5,1,25/09/2021,H,FC Utrecht,PEC Zwolle
2,3,26/09/2021,A,SC Heerenveen,FC Twente
0,4,26/09/2021,A,Sparta Rotterdam,SC Cambuur
5,0,26/09/2021,H,AZ Alkmaar,Go Ahead Eagles
1,0,26/09/2021,H,Heracles Almelo,RKC Waalwijk
1,1,01/10/2021,D,FC Groningen,FC Twente
1,1,02/10/2021,D,RKC Waalwijk,Go Ahead Eagles
3,2,02/10/2021,H,Heracles Almelo,Willem II
0,1,02/10/2021,A,PEC Zwolle,SC Heerenveen
1,3,02/10/2021,A,Fortuna Sittard,NEC Nijmegen
0,1,03/10/2021,A,Ajax,FC Utrecht
1,3,03/10/2021,A,SC Cambuur,AZ Alkmaar
2,1,03/10/2021,H,Vitesse,Feyenoord
2,1,03/10/2021,H,PSV Eindhoven,Sparta Rotterdam
3,1,16/10/2021,H,PSV Eindhoven,PEC Zwolle
0,2,16/10/2021,A,SC Heerenveen,Ajax
1,0,16/10/2021,H,Fortuna Sittard,SC Cambuur
2,2,16/10/2021,D,Feyenoord,RKC Waalwijk
4,2,16/10/2021,H,Go Ahead Eagles,Heracles Almelo
5,1,17/10/2021,H,AZ Alkmaar,FC Utrecht
0,1,17/10/2021,A,NEC Nijmegen,Vitesse
1,1,17/10/2021,D,Sparta Rotterdam,FC Groningen
1,1,17/10/2021,D,FC Twente,Willem II
1,1,22/10/2021,D,Willem II,Fortuna Sittard
2,1,23/10/2021,H,FC Utrecht,SC Heerenveen
1,0,23/10/2021,H,PEC Zwolle,Heracles Almelo
1,0,23/10/2021,H,RKC Waalwijk,Sparta Rotterdam
5,0,24/10/2021,H,Ajax,PSV Eindhoven
1,2,24/10/2021,A,Vitesse,Go Ahead Eagles
2,0,24/10/2021,H,FC Groningen,AZ Alkmaar
1,2,24/10/2021,A,FC Twente,NEC Nijmegen
2,3,24/10/2021,A,SC Cambuur,Feyenoord
5,2,30/10/2021,H,PSV Eindhoven,FC Twente
0,0,30/10/2021,D,Heracles Almelo,Ajax
1,2,30/10/2021,A,SC Heerenveen,Vitesse
3,2,30/10/2021,H,AZ Alkmaar,PEC Zwolle
0,1,31/10/2021,A,Sparta Rotterdam,Feyenoord
3,0,31/10/2021,H,NEC Nijmegen,FC Groningen
5,1,31/10/2021,H,FC Utrecht,Willem II
0,1,31/10/2021,A,RKC Waalwijk,SC Cambuur
4,3,31/10/2021,H,Go Ahead Eagles,Fortuna Sittard
1,0,05/11/2021,H,FC Twente,Heracles Almelo
1,2,06/11/2021,A,PEC Zwolle,SC Cambuur
0,3,06/11/2021,A,Willem II,Sparta Rotterdam
1,1,06/11/2021,D,NEC Nijmegen,SC Heerenveen
1,1,07/11/2021,D,FC Groningen,RKC Waalwijk
1,4,07/11/2021,A,Fortuna Sittard,PSV Eindhoven
1,0,07/11/2021,H,Feyenoord,AZ Alkmaar
2,1,07/11/2021,H,Vitesse,FC Utrecht
0,0,07/11/2021,D,Ajax,Go Ahead Eagles
2,0,20/11/2021,H,PSV Eindhoven,Vitesse
0,1,20/11/2021,A,Sparta Rotterdam,FC Twente
1,1,20/11/2021,D,AZ Alkmaar,NEC Nijmegen
3,1,20/11/2021,H,Heracles Almelo,Fortuna Sittard
0,5,21/11/2021,A,RKC Waalwijk,Ajax
2,1,21/11/2021,H,SC Cambuur,FC Utrecht
4,0,21/11/2021,H,Feyenoord,PEC Zwolle
0,1,21/11/2021,A,Go Ahead Eagles,FC Groningen
2,1,21/11/2021,H,SC Heerenveen,Willem II
2,3,26/11/2021,A,NEC Nijmegen,SC Cambuur
1,4,27/11/2021,A,Fortuna Sittard,FC Groningen
0,0,27/11/2021,D,PEC Zwolle,RKC Waalwijk
0,1,27/11/2021,A,Willem II,Go Ahead Eagles
0,1,28/11/2021,A,Sparta Rotterdam,Ajax
0,0,28/11/2021,D,FC Twente,Feyenoord
1,0,28/11/2021,H,FC Utrecht,Heracles Almelo
1,1,28/11/2021,D,SC Heerenveen,PSV Eindhoven
0,0,28/11/2021,D,Vitesse,AZ Alkmaar
2,1,01/12/2021,H,Feyenoord,Heracles Almelo
2,1,02/12/2021,H,AZ Alkmaar,Fortuna Sittard
5,0,02/12/2021,H,Ajax,Willem II
1,1,03/12/2021,D,FC Groningen,PEC Zwolle
4,1,04/12/2021,H,PSV Eindhoven,FC Utrecht
1,6,04/12/2021,A,SC Cambuur,Vitesse
0,1,04/12/2021,A,Heracles Almelo,SC Heerenveen
2,1,05/12/2021,H,RKC Waalwijk,NEC Nijmegen
3,1,05/12/2021,H,AZ Alkmaar,Sparta Rotterdam
1,2,05/12/2021,A,Go Ahead Eagles,FC Twente
5,0,05/12/2021,H,Feyenoord,Fortuna Sittard
1,3,10/12/2021,A,Willem II,SC Cambuur
0,1,11/12/2021,A,PEC Zwolle,Fortuna Sittard
0,0,11/12/2021,D,SC Heerenveen,Sparta Rotterdam
0,0,11/12/2021,D,FC Utrecht,Go Ahead Eagles
2,1,12/12/2021,H,FC Twente,RKC Waalwijk
1,1,12/12/2021,D,FC Groningen,Feyenoord
2,1,12/12/2021,H,Vitesse,Heracles Almelo
1,2,12/12/2021,A,Ajax,AZ Alkmaar
1,2,12/12/2021,A,NEC Nijmegen,PSV Eindhoven
2,2,18/12/2021,D,Fortuna Sittard,FC Utrecht
2,2,18/12/2021,D,Sparta Rotterdam,Vitesse
4,1,18/12/2021,H,AZ Alkmaar,Willem II
4,2,18/12/2021,H,Heracles Almelo,FC Groningen
1,3,18/12/2021,A,PEC Zwolle,FC Twente
0,2,19/12/2021,A,Go Ahead Eagles,NEC Nijmegen
1,4,19/12/2021,A,RKC Waalwijk,PSV Eindhoven
1,2,19/12/2021,A,SC Cambuur,SC Heerenveen
0,2,19/12/2021,A,Feyenoord,Ajax
1,0,21/12/2021,H,Vitesse,PEC Zwolle
1,0,21/12/2021,H,AZ Alkmaar,FC Groningen
5,0,22/12/2021,H,Ajax,Fortuna Sittard
1,1,22/12/2021,D,Heracles Almelo,SC Cambuur
1,1,22/12/2021,D,FC Utrecht,FC Twente
0,3,22/12/2021,A,SC Heerenveen,Feyenoord
0,1,22/12/2021,A,Willem II,NEC Nijmegen
2,0,23/12/2021,H,PSV Eindhoven,Go Ahead Eagles
1,1,23/12/2021,D,Sparta Rotterdam,RKC Waalwijk
2,0,14/01/2022,H,PEC Zwolle,Willem II
0,2,15/01/2022,A,Go Ahead Eagles,RKC Waalwijk
0,0,15/01/2022,D,NEC Nijmegen,Heracles Almelo
0,1,15/01/2022,A,Feyenoord,Vitesse
2,0,15/01/2022,H,FC Twente,SC Heerenveen
1,2,16/01/2022,A,Fortuna Sittard,AZ Alkmaar
0,1,16/01/2022,A,FC Groningen,PSV Eindhoven
1,1,16/01/2022,D,SC Cambuur,Sparta Rotterdam
0,3,16/01/2022,A,FC Utrecht,Ajax
1,3,22/01/2022,A,Vitesse,FC Groningen
0,0,22/01/2022,D,AZ Alkmaar,SC Cambuur
0,1,22/01/2022,A,SC Heerenveen,PEC Zwolle
0,1,22/01/2022,A,Willem II,FC Twente
2,1,23/01/2022,H,RKC Waalwijk,Fortuna Sittard
0,3,23/01/2022,A,Sparta Rotterdam,FC Utrecht
1,2,23/01/2022,A,PSV Eindhoven,Ajax
1,1,23/01/2022,D,Heracles Almelo,Go Ahead Eagles
1,4,23/01/2022,A,NEC Nijmegen,Feyenoord
3,2,05/02/2022,H,FC Utrecht,SC Cambuur
2,0,05/02/2022,H,Fortuna Sittard,SC Heerenveen
1,2,05/02/2022,A,PSV Eindhoven,AZ Alkmaar
1,1,05/02/2022,D,PEC Zwolle,NEC Nijmegen
3,0,05/02/2022,H,FC Twente,Vitesse
3,0,06/02/2022,H,Ajax,Heracles Almelo
3,1,06/02/2022,H,Willem II,RKC Waalwijk
2,1,06/02/2022,H,FC Groningen,Go Ahead Eagles
4,0,06/02/2022,H,Feyenoord,Sparta Rotterdam
1,0,11/02/2022,H,Heracles Almelo,FC Utrecht
3,4,12/02/2022,A,SC Cambuur,PEC Zwolle
0,1,12/02/2022,A,FC Groningen,Fortuna Sittard
0,5,12/02/2022,A,Vitesse,PSV Eindhoven
1,4,13/02/2022,A,Go Ahead Eagles,AZ Alkmaar
1,0,13/02/2022,H,Sparta Rotterdam,Willem II
0,1,13/02/2022,A,SC Heerenveen,NEC Nijmegen
0,2,13/02/2022,A,RKC Waalwijk,Feyenoord
5,0,13/02/2022,H,Ajax,FC Twente
1,1,19/02/2022,D,NEC Nijmegen,RKC Waalwijk
0,1,19/02/2022,A,Willem II,Ajax
2,1,19/02/2022,H,AZ Alkmaar,Heracles Almelo
1,1,20/02/2022,D,FC Utrecht,Vitesse
3,1,20/02/2022,H,PSV Eindhoven,SC Heerenveen
2,2,20/02/2022,D,FC Twente,Go Ahead Eagles
1,1,20/02/2022,D,PEC Zwolle,FC Groningen
3,1,20/02/2022,H,Feyenoord,SC Cambuur
1,2,25/02/2022,A,RKC Waalwijk,FC Twente
2,0,26/02/2022,H,Heracles Almelo,PEC Zwolle
1,0,26/02/2022,H,FC Groningen,Willem II
2,1,26/02/2022,H,SC Cambuur,Fortuna Sittard
2,1,27/02/2022,H,AZ Alkmaar,Feyenoord
4,1,27/02/2022,H,Vitesse,NEC Nijmegen
1,2,27/02/2022,A,Sparta Rotterdam,PSV Eindhoven
2,1,27/02/2022,H,Go Ahead Eagles,Ajax
1,2,27/02/2022,A,SC Heerenveen,FC Utrecht
0,0,05/03/2022,D,Willem II,SC Heerenveen
1,1,05/03/2022,D,Go Ahead Eagles,FC Utrecht
1,1,05/03/2022,D,Feyenoord,FC Groningen
0,1,06/03/2022,A,Fortuna Sittard,PEC Zwolle
1,3,06/03/2022,A,NEC Nijmegen,AZ Alkmaar
3,2,06/03/2022,H,Ajax,RKC Waalwijk
3,1,06/03/2022,H,PSV Eindhoven,Heracles Almelo
1,0,06/03/2022,H,FC Twente,SC Cambuur
2,3,11/03/2022,A,SC Cambuur,Ajax
1,0,12/03/2022,H,Sparta Rotterdam,Go Ahead Eagles
4,3,12/03/2022,H,FC Groningen,NEC Nijmegen
0,0,12/03/2022,D,RKC Waalwijk,SC Heerenveen
0,1,13/03/2022,A,AZ Alkmaar,FC Twente
1,2,13/03/2022,A,PEC Zwolle,Feyenoord
0,1,13/03/2022,A,FC Utrecht,PSV Eindhoven
1,0,13/03/2022,H,Fortuna Sittard,Willem II
0,0,13/03/2022,D,Heracles Almelo,Vitesse
2,0,18/03/2022,H,SC Heerenveen,Heracles Almelo
3,0,19/03/2022,H,Go Ahead Eagles,SC Cambuur
1,0,19/03/2022,H,FC Twente,PEC Zwolle
0,0,19/03/2022,D,NEC Nijmegen,Sparta Rotterdam
1,2,20/03/2022,A,Vitesse,RKC Waalwijk
2,2,20/03/2022,D,Willem II,AZ Alkmaar
5,0,20/03/2022,H,PSV Eindhoven,Fortuna Sittard
1,3,20/03/2022,A,FC Utrecht,FC Groningen
3,2,20/03/2022,H,Ajax,Feyenoord
1,3,02/04/2022,A,FC Groningen,Ajax
3,3,02/04/2022,D,FC Twente,PSV Eindhoven
3,1,02/04/2022,H,AZ Alkmaar,Vitesse
1,1,02/04/2022,D,RKC Waalwijk,FC Utrecht
2,0,02/04/2022,H,Feyenoord,Willem II
0,1,03/04/2022,A,PEC Zwolle,Go Ahead Eagles
0,2,03/04/2022,A,Fortuna Sittard,Heracles Almelo
1,1,03/04/2022,D,Sparta Rotterdam,SC Heerenveen
1,2,03/04/2022,A,SC Cambuur,NEC Nijmegen
4,0,08/04/2022,H,Go Ahead Eagles,Willem II
0,2,09/04/2022,A,NEC Nijmegen,FC Twente
2,1,09/04/2022,H,Ajax,Sparta Rotterdam
1,1,09/04/2022,D,FC Utrecht,Fortuna Sittard
3,1,10/04/2022,H,SC Heerenveen,FC Groningen
2,0,10/04/2022,H,PSV Eindhoven,RKC Waalwijk
1,0,10/04/2022,H,Vitesse,SC Cambuur
1,4,10/04/2022,A,Heracles Almelo,Feyenoord
2,1,10/04/2022,H,PEC Zwolle,AZ Alkmaar
3,0,16/04/2022,H,Fortuna Sittard,Sparta Rotterdam
0,1,19/04/2022,A,Vitesse,Sparta Rotterdam
2,0,22/04/2022,H,FC Twente,Sparta Rotterdam
0,1,23/04/2022,A,NEC Nijmegen,Ajax
2,1,23/04/2022,H,AZ Alkmaar,SC Heerenveen
0,2,23/04/2022,A,RKC Waalwijk,PEC Zwolle
1,2,23/04/2022,A,SC Cambuur,PSV Eindhoven
0,1,24/04/2022,A,FC Groningen,Heracles Almelo
1,0,24/04/2022,H,Fortuna Sittard,Go Ahead Eagles
1,0,24/04/2022,H,Willem II,Vitesse
2,1,24/04/2022,H,Feyenoord,FC Utrecht
1,0,29/04/2022,H,FC Utrecht,NEC Nijmegen
3,0,30/04/2022,H,Ajax,PEC Zwolle
1,1,30/04/2022,D,Heracles Almelo,FC Twente
1,1,30/04/2022,D,Sparta Rotterdam,AZ Alkmaar
3,1,01/05/2022,H,RKC Waalwijk,FC Groningen
1,3,01/05/2022,A,Fortuna Sittard,Feyenoord
4,2,01/05/2022,H,PSV Eindhoven,Willem II
3,3,01/05/2022,D,SC Heerenveen,SC Cambuur
1,2,01/05/2022,A,Go Ahead Eagles,Vitesse
1,1,06/05/2022,D,SC Cambuur,RKC Waalwijk
1,2,07/05/2022,A,FC Twente,Fortuna Sittard
2,0,07/05/2022,H,Willem II,Heracles Almelo
1,1,07/05/2022,D,PEC Zwolle,FC Utrecht
1,2,07/05/2022,A,FC Groningen,Sparta Rotterdam
2,2,08/05/2022,D,Feyenoord,PSV Eindhoven
1,2,08/05/2022,A,Vitesse,SC Heerenveen
1,0,08/05/2022,H,NEC Nijmegen,Go Ahead Eagles
2,2,08/05/2022,D,AZ Alkmaar,Ajax
5,0,11/05/2022,H,Ajax,SC Heerenveen
1,1,11/05/2022,D,SC Cambuur,Willem II
1,2,11/05/2022,A,Fortuna Sittard,Vitesse
0,1,11/05/2022,A,Go Ahead Eagles,Feyenoord
3,2,11/05/2022,H,PSV Eindhoven,NEC Nijmegen
2,0,11/05/2022,H,Sparta Rotterdam,PEC Zwolle
3,0,11/05/2022,H,FC Twente,FC Groningen
2,2,11/05/2022,D,FC Utrecht,AZ Alkmaar
2,0,11/05/2022,H,RKC Waalwijk,Heracles Almelo
0,1,15/05/2022,A,NEC Nijmegen,Fortuna Sittard
1,2,15/05/2022,A,PEC Zwolle,PSV Eindhoven
2,2,15/05/2022,D,Vitesse,Ajax
1,3,15/05/2022,A,Heracles Almelo,Sparta Rotterdam
3,0,15/05/2022,H,Willem II,FC Utrecht
2,3,15/05/2022,A,FC Groningen,SC Cambuur
1,3,15/05/2022,A,AZ Alkmaar,RKC Waalwijk
3,1,15/05/2022,H,SC Heerenveen,Go Ahead Eagles
1,2,15/05/2022,A,Feyenoord,FC Twente
0,0,05/08/2022,D,SC Heerenveen,Sparta Rotterdam
2,3,06/08/2022,A,Fortuna Sittard,Ajax
0,2,06/08/2022,A,SC Cambuur,Excelsior
4,1,06/08/2022,H,PSV Eindhoven,FC Emmen
2,2,06/08/2022,D,RKC Waalwijk,FC Utrecht
2,2,07/08/2022,D,FC Groningen,FC Volendam
0,1,07/08/2022,A,NEC Nijmegen,FC Twente
2,5,07/08/2022,A,Vitesse,Feyenoord
2,0,07/08/2022,H,AZ Alkmaar,Go Ahead Eagles
3,1,12/08/2022,H,Excelsior,Vitesse
2,5,13/08/2022,A,Go Ahead Eagles,PSV Eindhoven
1,1,13/08/2022,D,FC Emmen,RKC Waalwijk
0,0,13/08/2022,D,FC Utrecht,SC Cambuur
0,0,13/08/2022,D,Feyenoord,SC Heerenveen
2,3,14/08/2022,A,Sparta Rotterdam,AZ Alkmaar
6,1,14/08/2022,H,Ajax,FC Groningen
1,4,14/08/2022,A,FC Volendam,NEC Nijmegen
3,0,14/08/2022,H,FC Twente,Fortuna Sittard
0,4,20/08/2022,A,Vitesse,SC Heerenveen
1,4,20/08/2022,A,Fortuna Sittard,SC Cambuur
3,2,20/08/2022,H,FC Emmen,FC Utrecht
1,0,21/08/2022,H,FC Groningen,Go Ahead Eagles
0,1,21/08/2022,A,Sparta Rotterdam,Ajax
0,1,21/08/2022,A,RKC Waalwijk,Feyenoord
1,1,26/08/2022,D,NEC Nijmegen,FC Groningen
0,1,27/08/2022,A,Go Ahead Eagles,Sparta Rotterdam
2,2,27/08/2022,D,Vitesse,RKC Waalwijk
4,0,27/08/2022,H,Feyenoord,FC Emmen
2,1,27/08/2022,H,SC Heerenveen,Fortuna Sittard
1,0,28/08/2022,H,FC Volendam,FC Twente
0,1,28/08/2022,A,SC Cambuur,AZ Alkmaar
0,2,28/08/2022,A,FC Utrecht,Ajax
1,6,28/08/2022,A,Excelsior,PSV Eindhoven
4,0,31/08/2022,H,FC Twente,Excelsior
7,1,31/08/2022,H,PSV Eindhoven,FC Volendam
1,1,01/09/2022,D,AZ Alkmaar,NEC Nijmegen
3,4,02/09/2022,A,Fortuna Sittard,FC Utrecht
4,0,03/09/2022,H,Ajax,SC Cambuur
2,1,03/09/2022,H,FC Twente,PSV Eindhoven
4,0,03/09/2022,H,Sparta Rotterdam,FC Volendam
3,4,03/09/2022,A,Go Ahead Eagles,Feyenoord
5,2,04/09/2022,H,RKC Waalwijk,Excelsior
0,3,04/09/2022,A,FC Emmen,AZ Alkmaar
0,0,04/09/2022,D,SC Heerenveen,NEC Nijmegen
0,1,04/09/2022,A,FC Groningen,Vitesse
2,3,09/09/2022,A,FC Volendam,Go Ahead Eagles
2,1,10/09/2022,H,Excelsior,FC Emmen
1,1,10/09/2022,D,NEC Nijmegen,Fortuna Sittard
5,0,10/09/2022,H,Ajax,SC Heerenveen
1,0,11/09/2022,H,FC Utrecht,Vitesse
0,1,11/09/2022,A,SC Cambuur,FC Groningen
1,0,11/09/2022,H,PSV Eindhoven,RKC Waalwijk
1,1,11/09/2022,D,AZ Alkmaar,FC Twente
3,0,11/09/2022,H,Feyenoord,Sparta Rotterdam
0,0,16/09/2022,D,FC Utrecht,NEC Nijmegen
1,0,17/09/2022,H,Fortuna Sittard,Excelsior
1,1,17/09/2022,D,Vitesse,FC Volendam
2,1,17/09/2022,H,Sparta Rotterdam,FC Groningen
5,1,17/09/2022,H,RKC Waalwijk,SC Cambuur
2,0,18/09/2022,H,Go Ahead Eagles,FC Emmen
2,1,18/09/2022,H,SC Heerenveen,FC Twente
4,3,18/09/2022,H,PSV Eindhoven,Feyenoord
2,1,18/09/2022,H,AZ Alkmaar,Ajax
3,0,01/10/2022,H,FC Twente,Vitesse
1,1,01/10/2022,D,Ajax,Go Ahead Eagles
3,0,01/10/2022,H,SC Cambuur,PSV Eindhoven
1,4,01/10/2022,A,FC Groningen,AZ Alkmaar
0,1,02/10/2022,A,Excelsior,FC Utrecht
1,1,02/10/2022,D,NEC Nijmegen,Feyenoord
2,2,02/10/2022,D,RKC Waalwijk,Sparta Rotterdam
0,0,02/10/2022,D,FC Emmen,SC Heerenveen
2,0,02/10/2022,H,Fortuna Sittard,FC Volendam
2,3,07/10/2022,A,FC Groningen,RKC Waalwijk
2,4,08/10/2022,A,FC Volendam,Ajax
3,1,08/10/2022,H,Sparta Rotterdam,FC Emmen
1,1,08/10/2022,D,NEC Nijmegen,Excelsior
0,0,09/10/2022,D,Go Ahead Eagles,SC Cambuur
2,0,09/10/2022,H,Feyenoord,FC Twente
1,2,09/10/2022,A,FC Utrecht,AZ Alkmaar
0,1,09/10/2022,A,SC Heerenveen,PSV Eindhoven
1,2,09/10/2022,A,Vitesse,Fortuna Sittard
1,1,14/10/2022,D,FC Emmen,FC Volendam
0,3,15/10/2022,A,SC Cambuur,Vitesse
0,0,15/10/2022,D,Fortuna Sittard,RKC Waalwijk
1,1,15/10/2022,D,Go Ahead Eagles,SC Heerenveen
6,1,16/10/2022,H,PSV Eindhoven,FC Utrecht
3,0,16/10/2022,H,FC Twente,FC Groningen
1,3,16/10/2022,A,AZ Alkmaar,Feyenoord
7,1,16/10/2022,H,Ajax,Excelsior
2,0,16/10/2022,H,Sparta Rotterdam,NEC Nijmegen
1,1,22/10/2022,D,Feyenoord,Fortuna Sittard
1,4,22/10/2022,A,RKC Waalwijk,Ajax
2,1,22/10/2022,H,Vitesse,FC Emmen
2,1,23/10/2022,H,Excelsior,AZ Alkmaar
0,1,23/10/2022,A,SC Cambuur,FC Twente
4,2,23/10/2022,H,FC Groningen,PSV Eindhoven
3,3,23/10/2022,D,NEC Nijmegen,Go Ahead Eagles
3,1,23/10/2022,H,FC Utrecht,Sparta Rotterdam
1,3,23/10/2022,A,FC Volendam,SC Heerenveen
3,1,29/10/2022,H,Go Ahead Eagles,Excelsior
3,1,29/10/2022,H,Sparta Rotterdam,Fortuna Sittard
1,2,29/10/2022,A,SC Heerenveen,FC Utrecht
0,0,30/10/2022,D,FC Emmen,FC Groningen
3,0,30/10/2022,H,PSV Eindhoven,NEC Nijmegen
3,0,30/10/2022,H,FC Twente,RKC Waalwijk
2,1,30/10/2022,H,AZ Alkmaar,FC Volendam
0,1,04/11/2022,A,SC Cambuur,NEC Nijmegen
0,4,05/11/2022,A,Vitesse,Sparta Rotterdam
0,1,05/11/2022,A,Fortuna Sittard,FC Emmen
0,1,05/11/2022,A,Excelsior,SC Heerenveen
3,1,06/11/2022,H,RKC Waalwijk,AZ Alkmaar
1,2,06/11/2022,A,Ajax,PSV Eindhoven
2,1,06/11/2022,H,FC Utrecht,FC Groningen
1,1,06/11/2022,D,FC Twente,Go Ahead Eagles
0,2,06/11/2022,A,FC Volendam,Feyenoord
2,2,09/11/2022,D,Ajax,Vitesse
1,0,10/11/2022,H,Feyenoord,SC Cambuur
1,1,11/11/2022,D,Sparta Rotterdam,FC Twente
0,1,12/11/2022,A,PSV Eindhoven,AZ Alkmaar
0,4,12/11/2022,A,FC Volendam,FC Utrecht
3,3,12/11/2022,D,FC Emmen,Ajax
6,1,13/11/2022,H,NEC Nijmegen,RKC Waalwijk
2,3,13/11/2022,A,FC Groningen,Fortuna Sittard
2,1,13/11/2022,H,SC Heerenveen,SC Cambuur
5,1,13/11/2022,H,Feyenoord,Excelsior
2,2,13/11/2022,D,Go Ahead Eagles,Vitesse
2,0,06/01/2023,H,FC Twente,FC Emmen
0,0,07/01/2023,D,RKC Waalwijk,SC Heerenveen
1,1,07/01/2023,D,AZ Alkmaar,Vitesse
0,2,07/01/2023,A,Fortuna Sittard,Go Ahead Eagles
0,0,07/01/2023,D,PSV Eindhoven,Sparta Rotterdam
1,1,08/01/2023,D,FC Utrecht,Feyenoord
0,3,08/01/2023,A,SC Cambuur,FC Volendam
1,0,08/01/2023,H,Excelsior,FC Groningen
1,1,08/01/2023,D,NEC Nijmegen,Ajax
0,2,14/01/2023,A,SC Heerenveen,AZ Alkmaar
2,1,14/01/2023,H,FC Volendam,RKC Waalwijk
0,0,14/01/2023,D,Ajax,FC Twente
1,0,14/01/2023,H,Sparta Rotterdam,Excelsior
0,0,15/01/2023,D,Vitesse,NEC Nijmegen
2,2,15/01/2023,D,Go Ahead Eagles,FC Utrecht
0,0,15/01/2023,D,FC Emmen,SC Cambuur
0,3,15/01/2023,A,FC Groningen,Feyenoord
2,2,15/01/2023,D,Fortuna Sittard,PSV Eindhoven
2,0,20/01/2023,H,Excelsior,FC Volendam
3,1,21/01/2023,H,NEC Nijmegen,FC Emmen
0,3,21/01/2023,A,SC Cambuur,Sparta Rotterdam
1,0,21/01/2023,H,PSV Eindhoven,Vitesse
3,1,22/01/2023,H,SC Heerenveen,FC Groningen
2,0,22/01/2023,H,FC Twente,FC Utrecht
3,1,22/01/2023,H,AZ Alkmaar,Fortuna Sittard
1,1,22/01/2023,D,Feyenoord,Ajax
1,0,24/01/2023,H,FC Emmen,PSV Eindhoven
0,0,24/01/2023,D,Sparta Rotterdam,RKC Waalwijk
2,2,25/01/2023,D,Vitesse,FC Twente
2,0,25/01/2023,H,Fortuna Sittard,SC Heerenveen
2,0,25/01/2023,H,Feyenoord,NEC Nijmegen
1,0,25/01/2023,H,FC Utrecht,Excelsior
1,4,25/01/2023,A,Go Ahead Eagles,AZ Alkmaar
0,1,26/01/2023,A,FC Groningen,SC Cambuur
1,1,26/01/2023,D,Ajax,FC Volendam
2,0,28/01/2023,H,PSV Eindhoven,Go Ahead Eagles
2,0,28/01/2023,H,RKC Waalwijk,FC Emmen
1,3,28/01/2023,A,SC Heerenveen,Vitesse
1,1,28/01/2023,D,NEC Nijmegen,Sparta Rotterdam
5,5,28/01/2023,D,AZ Alkmaar,FC Utrecht
1,2,29/01/2023,A,SC Cambuur,Fortuna Sittard
1,1,29/01/2023,D,FC Twente,Feyenoord
1,4,29/01/2023,A,Excelsior,Ajax
3,2,29/01/2023,H,FC Volendam,FC Groningen
3,1,01/02/2023,H,RKC Waalwijk,Go Ahead Eagles
0,0,03/02/2023,D,Fortuna Sittard,Sparta Rotterdam
1,1,04/02/2023,D,FC Volendam,AZ Alkmaar
2,2,04/02/2023,D,FC Emmen,Vitesse
1,0,04/02/2023,H,FC Utrecht,SC Heerenveen
0,0,04/02/2023,D,Excelsior,RKC Waalwijk
1,1,05/02/2023,D,FC Groningen,FC Twente
0,5,05/02/2023,A,SC Cambuur,Ajax
2,2,05/02/2023,D,Feyenoord,PSV Eindhoven
1,0,05/02/2023,H,Go Ahead Eagles,NEC Nijmegen
5,0,10/02/2023,H,AZ Alkmaar,Excelsior
0,0,11/02/2023,D,NEC Nijmegen,SC Cambuur
6,0,11/02/2023,H,PSV Eindhoven,FC Groningen
0,1,11/02/2023,A,FC Emmen,Fortuna Sittard
3,1,12/02/2023,H,Ajax,RKC Waalwijk
3,0,12/02/2023,H,FC Twente,FC Volendam
1,2,12/02/2023,A,SC Heerenveen,Feyenoord
2,1,12/02/2023,H,Sparta Rotterdam,Go Ahead Eagles
2,0,12/02/2023,H,Vitesse,FC Utrecht
3,1,17/02/2023,H,RKC Waalwijk,Fortuna Sittard
2,0,18/02/2023,H,FC Volendam,Vitesse
1,1,18/02/2023,D,FC Groningen,FC Emmen
2,1,18/02/2023,H,Feyenoord,AZ Alkmaar
0,3,19/02/2023,A,Excelsior,NEC Nijmegen
1,2,19/02/2023,A,SC Cambuur,SC Heerenveen
2,0,19/02/2023,H,Go Ahead Eagles,FC Twente
2,2,19/02/2023,D,FC Utrecht,PSV Eindhoven
