FTHG,FTAG,Date,FTR,HomeTeam,AwayTeam
1,1,15/02/1995,D,FC Twente,NEC Nijmegen
4,0,15/02/1995,H,PSV Eindhoven,Sparta Rotterdam
2,1,15/02/1995,H,Feyenoord,SC Heerenveen
0,1,15/02/1995,A,MVV Maastricht,FC Groningen
1,1,15/02/1995,D,Ajax,Roda JC
4,0,15/02/1995,H,NAC Breda,FC Utrecht
2,0,18/02/1995,H,Roda JC,NAC Breda
7,2,19/02/1995,H,FC Utrecht,MVV Maastricht
1,2,19/02/1995,A,Willem II,Feyenoord
1,1,19/02/1995,D,Sparta Rotterdam,Vitesse
2,2,19/02/1995,D,FC Groningen,FC Volendam
1,1,19/02/1995,D,Go Ahead Eagles,PSV Eindhoven
1,3,19/02/1995,A,FC Dordrecht,Ajax
1,2,19/02/1995,A,NEC Nijmegen,RKC Waalwijk
0,0,25/02/1995,D,Feyenoord,Go Ahead Eagles
1,2,25/02/1995,A,FC Twente,Roda JC
1,1,26/02/1995,D,FC Groningen,FC Utrecht
1,1,03/03/1995,D,RKC Waalwijk,SC Heerenveen
3,0,04/03/1995,H,PSV Eindhoven,NEC Nijmegen
2,1,04/03/1995,H,NAC Breda,MVV Maastricht
2,0,04/03/1995,H,Roda JC,FC Dordrecht
4,2,05/03/1995,H,Feyenoord,FC Groningen
0,3,05/03/1995,A,FC Twente,Willem II
5,0,05/03/1995,H,Vitesse,Go Ahead Eagles
1,2,07/03/1995,A,NAC Breda,PSV Eindhoven
1,0,08/03/1995,H,FC Volendam,FC Dordrecht
3,1,08/03/1995,H,Willem II,SC Heerenveen
0,2,08/03/1995,A,Go Ahead Eagles,FC Twente
0,0,08/03/1995,D,RKC Waalwijk,Vitesse
1,1,11/03/1995,D,MVV Maastricht,FC Volendam
1,2,11/03/1995,A,SC Heerenveen,PSV Eindhoven
1,0,11/03/1995,H,Willem II,RKC Waalwijk
0,1,12/03/1995,A,NEC Nijmegen,Vitesse
0,0,12/03/1995,D,Sparta Rotterdam,Roda JC
0,0,12/03/1995,D,FC Utrecht,Feyenoord
1,2,12/03/1995,A,FC Groningen,FC Twente
1,2,12/03/1995,A,Go Ahead Eagles,Ajax
2,5,12/03/1995,A,FC Dordrecht,NAC Breda
3,1,18/03/1995,H,FC Dordrecht,Sparta Rotterdam
0,1,18/03/1995,A,NAC Breda,FC Volendam
3,2,18/03/1995,H,PSV Eindhoven,Willem II
5,1,19/03/1995,H,Ajax,NEC Nijmegen
6,1,19/03/1995,H,Feyenoord,MVV Maastricht
3,2,19/03/1995,H,Roda JC,Go Ahead Eagles
2,1,19/03/1995,H,FC Twente,FC Utrecht
3,1,19/03/1995,H,Vitesse,SC Heerenveen
3,0,19/03/1995,H,RKC Waalwijk,FC Groningen
8,0,22/03/1995,H,Ajax,Sparta Rotterdam
3,0,24/03/1995,H,FC Dordrecht,Willem II
1,0,25/03/1995,H,MVV Maastricht,SC Heerenveen
1,3,25/03/1995,A,NAC Breda,FC Groningen
1,2,26/03/1995,A,Feyenoord,Roda JC
0,1,26/03/1995,A,FC Twente,Ajax
2,2,26/03/1995,D,FC Utrecht,Go Ahead Eagles
1,3,01/04/1995,A,Go Ahead Eagles,FC Dordrecht
0,1,01/04/1995,A,MVV Maastricht,FC Twente
1,1,01/04/1995,D,Willem II,Vitesse
0,3,02/04/1995,A,FC Volendam,Feyenoord
0,0,02/04/1995,D,FC Utrecht,RKC Waalwijk
3,2,02/04/1995,H,FC Groningen,PSV Eindhoven
3,1,02/04/1995,H,NEC Nijmegen,Roda JC
3,3,02/04/1995,D,SC Heerenveen,Ajax
1,2,02/04/1995,A,Sparta Rotterdam,NAC Breda
1,0,07/04/1995,H,Roda JC,SC Heerenveen
1,0,08/04/1995,H,FC Dordrecht,NEC Nijmegen
7,0,09/04/1995,H,Ajax,Willem II
1,2,09/04/1995,A,NAC Breda,Feyenoord
1,2,09/04/1995,A,Sparta Rotterdam,Go Ahead Eagles
2,0,09/04/1995,H,FC Twente,FC Volendam
0,0,09/04/1995,D,Vitesse,FC Groningen
1,1,09/04/1995,D,RKC Waalwijk,MVV Maastricht
4,0,09/04/1995,H,PSV Eindhoven,FC Utrecht
0,1,12/04/1995,A,NEC Nijmegen,Feyenoord
5,1,14/04/1995,H,Go Ahead Eagles,NAC Breda
2,3,14/04/1995,A,MVV Maastricht,PSV Eindhoven
1,1,15/04/1995,D,SC Heerenveen,FC Dordrecht
2,4,16/04/1995,A,FC Groningen,Ajax
0,3,17/04/1995,A,Feyenoord,FC Twente
1,1,17/04/1995,D,NEC Nijmegen,Sparta Rotterdam
0,2,17/04/1995,A,FC Volendam,RKC Waalwijk
1,4,17/04/1995,A,FC Utrecht,Vitesse
0,0,17/04/1995,D,Willem II,Roda JC
3,2,21/04/1995,H,Go Ahead Eagles,NEC Nijmegen
0,1,23/04/1995,A,FC Volendam,FC Utrecht
2,1,28/04/1995,H,NAC Breda,FC Twente
1,1,29/04/1995,D,PSV Eindhoven,FC Volendam
2,1,29/04/1995,H,Roda JC,FC Groningen
2,0,30/04/1995,H,Sparta Rotterdam,SC Heerenveen
2,1,30/04/1995,H,Vitesse,MVV Maastricht
2,1,30/04/1995,H,RKC Waalwijk,Feyenoord
0,3,03/05/1995,A,MVV Maastricht,Ajax
0,1,06/05/1995,A,SC Heerenveen,Go Ahead Eagles
2,2,06/05/1995,D,FC Groningen,FC Dordrecht
1,0,06/05/1995,H,Willem II,Sparta Rotterdam
3,2,07/05/1995,H,Feyenoord,PSV Eindhoven
0,1,07/05/1995,A,NEC Nijmegen,NAC Breda
1,1,07/05/1995,D,FC Twente,RKC Waalwijk
2,4,07/05/1995,A,FC Utrecht,Roda JC
3,2,07/05/1995,H,FC Volendam,Vitesse
2,1,10/05/1995,H,Ajax,FC Utrecht
4,0,13/05/1995,H,Roda JC,MVV Maastricht
4,2,13/05/1995,H,Go Ahead Eagles,Willem II
1,2,13/05/1995,A,NAC Breda,RKC Waalwijk
3,1,13/05/1995,H,PSV Eindhoven,FC Twente
1,1,13/05/1995,D,FC Dordrecht,FC Utrecht
3,1,14/05/1995,H,Sparta Rotterdam,FC Groningen
0,3,14/05/1995,A,Vitesse,Feyenoord
4,1,14/05/1995,H,Ajax,FC Volendam
3,0,14/05/1995,H,NEC Nijmegen,SC Heerenveen
0,5,18/05/1995,A,Feyenoord,Ajax
0,0,19/05/1995,D,FC Utrecht,Sparta Rotterdam
2,3,20/05/1995,A,NAC Breda,SC Heerenveen
1,3,21/05/1995,A,FC Twente,Vitesse
3,3,21/05/1995,D,FC Volendam,Roda JC
2,4,21/05/1995,A,RKC Waalwijk,PSV Eindhoven
1,3,21/05/1995,A,Willem II,NEC Nijmegen
3,3,21/05/1995,D,MVV Maastricht,FC Dordrecht
2,3,23/05/1995,A,FC Groningen,Go Ahead Eagles
1,0,27/05/1995,H,SC Heerenveen,Willem II
1,1,27/05/1995,D,Vitesse,RKC Waalwijk
2,4,28/05/1995,A,PSV Eindhoven,NAC Breda
3,1,28/05/1995,H,Ajax,FC Twente
5,1,28/05/1995,H,FC Dordrecht,FC Volendam
2,4,28/05/1995,A,Go Ahead Eagles,FC Utrecht
2,1,28/05/1995,H,NEC Nijmegen,FC Groningen
5,0,28/05/1995,H,Roda JC,Feyenoord
2,2,28/05/1995,D,Sparta Rotterdam,MVV Maastricht
1,3,18/08/1995,A,Fortuna Sittard,PSV Eindhoven
2,2,19/08/1995,D,Go Ahead Eagles,FC Groningen
2,2,19/08/1995,D,Roda JC,SC Heerenveen
6,0,19/08/1995,H,Willem II,Sparta Rotterdam
4,0,20/08/1995,H,Ajax,FC Utrecht
5,2,20/08/1995,H,Feyenoord,Vitesse
2,3,20/08/1995,A,De Graafschap,NEC Nijmegen
1,3,20/08/1995,A,FC Volendam,FC Twente
2,2,20/08/1995,D,RKC Waalwijk,NAC Breda
2,0,23/08/1995,H,FC Groningen,Fortuna Sittard
0,6,25/08/1995,A,NEC Nijmegen,Ajax
0,2,26/08/1995,A,Go Ahead Eagles,Willem II
2,1,26/08/1995,H,SC Heerenveen,RKC Waalwijk
3,0,27/08/1995,H,NAC Breda,PSV Eindhoven
4,1,27/08/1995,H,Sparta Rotterdam,De Graafschap
2,2,27/08/1995,D,FC Twente,Feyenoord
2,2,27/08/1995,D,FC Utrecht,FC Volendam
0,0,27/08/1995,D,Vitesse,Roda JC
1,0,29/08/1995,H,SC Heerenveen,FC Groningen
0,2,08/09/1995,A,RKC Waalwijk,Vitesse
0,0,09/09/1995,D,Roda JC,FC Twente
4,0,09/09/1995,H,Willem II,Fortuna Sittard
2,0,09/09/1995,H,NEC Nijmegen,FC Utrecht
5,1,09/09/1995,H,PSV Eindhoven,SC Heerenveen
4,0,10/09/1995,H,Ajax,Sparta Rotterdam
5,1,10/09/1995,H,Feyenoord,FC Volendam
3,2,10/09/1995,H,De Graafschap,Go Ahead Eagles
3,1,12/09/1995,H,FC Groningen,NAC Breda
3,1,15/09/1995,H,Sparta Rotterdam,NEC Nijmegen
1,0,16/09/1995,H,Fortuna Sittard,De Graafschap
0,1,16/09/1995,A,NAC Breda,Willem II
0,1,16/09/1995,A,Vitesse,PSV Eindhoven
1,0,17/09/1995,H,FC Volendam,Roda JC
1,0,17/09/1995,H,FC Utrecht,Feyenoord
0,4,17/09/1995,A,Go Ahead Eagles,Ajax
0,1,17/09/1995,A,FC Twente,RKC Waalwijk
1,1,19/09/1995,D,De Graafschap,NAC Breda
4,0,20/09/1995,H,Ajax,Fortuna Sittard
2,0,20/09/1995,H,FC Groningen,Vitesse
0,2,20/09/1995,A,NEC Nijmegen,Go Ahead Eagles
3,0,20/09/1995,H,PSV Eindhoven,FC Twente
1,1,20/09/1995,D,Roda JC,Feyenoord
0,0,20/09/1995,D,Sparta Rotterdam,FC Utrecht
2,0,20/09/1995,H,RKC Waalwijk,FC Volendam
1,1,20/09/1995,D,Willem II,SC Heerenveen
0,5,23/09/1995,A,FC Volendam,PSV Eindhoven
2,2,23/09/1995,D,SC Heerenveen,De Graafschap
1,1,23/09/1995,D,Fortuna Sittard,NEC Nijmegen
1,3,23/09/1995,A,Go Ahead Eagles,Sparta Rotterdam
0,1,23/09/1995,A,FC Utrecht,Roda JC
0,1,24/09/1995,A,NAC Breda,Ajax
2,2,24/09/1995,D,FC Twente,FC Groningen
4,2,24/09/1995,H,Feyenoord,RKC Waalwijk
2,2,24/09/1995,D,Vitesse,Willem II
5,2,29/09/1995,H,Willem II,FC Twente
2,3,30/09/1995,A,Go Ahead Eagles,FC Utrecht
1,3,30/09/1995,A,NEC Nijmegen,NAC Breda
0,1,01/10/1995,A,Sparta Rotterdam,Fortuna Sittard
3,0,01/10/1995,H,PSV Eindhoven,Feyenoord
2,0,01/10/1995,H,RKC Waalwijk,Roda JC
2,1,01/10/1995,H,FC Groningen,FC Volendam
2,3,01/10/1995,A,De Graafschap,Vitesse
0,4,01/10/1995,A,SC Heerenveen,Ajax
1,0,04/10/1995,H,RKC Waalwijk,FC Utrecht
3,0,04/10/1995,H,Ajax,Vitesse
2,2,04/10/1995,D,Fortuna Sittard,Go Ahead Eagles
0,3,04/10/1995,A,De Graafschap,FC Twente
0,0,04/10/1995,D,NAC Breda,Sparta Rotterdam
1,3,04/10/1995,A,NEC Nijmegen,SC Heerenveen
1,1,04/10/1995,D,Roda JC,PSV Eindhoven
0,0,04/10/1995,D,FC Volendam,Willem II
4,1,05/10/1995,H,Feyenoord,FC Groningen
0,1,14/10/1995,A,FC Groningen,Roda JC
4,0,14/10/1995,H,SC Heerenveen,Sparta Rotterdam
4,0,14/10/1995,H,PSV Eindhoven,RKC Waalwijk
2,3,14/10/1995,A,FC Utrecht,Fortuna Sittard
1,1,14/10/1995,D,Go Ahead Eagles,NAC Breda
0,3,15/10/1995,A,FC Twente,Ajax
2,2,15/10/1995,D,Vitesse,NEC Nijmegen
1,1,15/10/1995,D,FC Volendam,De Graafschap
2,2,15/10/1995,D,Willem II,Feyenoord
3,0,17/10/1995,H,NAC Breda,FC Utrecht
4,2,20/10/1995,H,Sparta Rotterdam,FC Twente
1,3,21/10/1995,A,Go Ahead Eagles,Vitesse
0,2,21/10/1995,A,De Graafschap,Roda JC
2,1,21/10/1995,H,NEC Nijmegen,FC Volendam
7,1,21/10/1995,H,PSV Eindhoven,FC Groningen
1,2,21/10/1995,A,Willem II,RKC Waalwijk
1,2,21/10/1995,A,Fortuna Sittard,SC Heerenveen
2,4,22/10/1995,A,Feyenoord,Ajax
1,4,24/10/1995,A,FC Utrecht,PSV Eindhoven
1,1,25/10/1995,D,Roda JC,Willem II
2,1,25/10/1995,H,SC Heerenveen,Go Ahead Eagles
2,0,25/10/1995,H,NAC Breda,Fortuna Sittard
1,3,25/10/1995,A,RKC Waalwijk,FC Groningen
4,0,25/10/1995,H,Ajax,FC Volendam
2,0,25/10/1995,H,FC Twente,NEC Nijmegen
3,0,25/10/1995,H,Sparta Rotterdam,Vitesse
2,0,26/10/1995,H,Feyenoord,De Graafschap
6,1,28/10/1995,H,Ajax,Roda JC
1,1,28/10/1995,D,De Graafschap,RKC Waalwijk
1,1,28/10/1995,D,SC Heerenveen,NAC Breda
2,0,28/10/1995,H,PSV Eindhoven,Willem II
1,3,29/10/1995,A,NEC Nijmegen,Feyenoord
1,1,29/10/1995,D,FC Volendam,Sparta Rotterdam
0,0,29/10/1995,D,FC Groningen,FC Utrecht
5,1,29/10/1995,H,Vitesse,Fortuna Sittard
2,1,29/10/1995,H,FC Twente,Go Ahead Eagles
1,2,03/11/1995,A,Go Ahead Eagles,FC Volendam
1,1,04/11/1995,D,Fortuna Sittard,FC Twente
2,2,04/11/1995,D,NAC Breda,Vitesse
1,4,04/11/1995,A,NEC Nijmegen,Roda JC
5,2,04/11/1995,H,Willem II,FC Groningen
1,1,05/11/1995,D,FC Utrecht,SC Heerenveen
3,2,05/11/1995,H,Sparta Rotterdam,Feyenoord
1,1,05/11/1995,D,Ajax,PSV Eindhoven
3,0,07/11/1995,H,FC Groningen,De Graafschap
0,3,08/11/1995,A,RKC Waalwijk,Ajax
8,0,18/11/1995,H,PSV Eindhoven,De Graafschap
1,0,18/11/1995,H,Roda JC,Sparta Rotterdam
2,0,19/11/1995,H,FC Volendam,Fortuna Sittard
2,2,19/11/1995,D,Vitesse,SC Heerenveen
3,3,19/11/1995,D,FC Utrecht,Willem II
0,3,19/11/1995,A,FC Twente,NAC Breda
4,0,19/11/1995,H,RKC Waalwijk,NEC Nijmegen
4,1,19/11/1995,H,Ajax,FC Groningen
2,2,19/11/1995,D,Feyenoord,Go Ahead Eagles
1,0,24/11/1995,H,Fortuna Sittard,Feyenoord
1,1,24/11/1995,D,SC Heerenveen,FC Twente
1,2,25/11/1995,A,Go Ahead Eagles,Roda JC
4,0,25/11/1995,H,NAC Breda,FC Volendam
1,2,26/11/1995,A,De Graafschap,Willem II
0,5,26/11/1995,A,NEC Nijmegen,PSV Eindhoven
1,0,26/11/1995,H,Sparta Rotterdam,RKC Waalwijk
2,1,26/11/1995,H,Vitesse,FC Utrecht
1,1,01/12/1995,D,Roda JC,Fortuna Sittard
1,2,02/12/1995,A,PSV Eindhoven,Sparta Rotterdam
1,1,03/12/1995,D,RKC Waalwijk,Go Ahead Eagles
1,0,03/12/1995,H,FC Twente,Vitesse
0,0,03/12/1995,D,FC Groningen,NEC Nijmegen
1,1,03/12/1995,D,FC Volendam,SC Heerenveen
3,0,03/12/1995,H,De Graafschap,FC Utrecht
0,1,08/12/1995,A,SC Heerenveen,Feyenoord
0,0,09/12/1995,D,Fortuna Sittard,RKC Waalwijk
1,1,09/12/1995,D,NEC Nijmegen,Willem II
2,1,10/12/1995,H,Vitesse,FC Volendam
1,1,10/12/1995,D,Sparta Rotterdam,FC Groningen
0,3,10/12/1995,A,FC Utrecht,FC Twente
1,1,15/12/1995,D,Sparta Rotterdam,Willem II
3,0,16/12/1995,H,PSV Eindhoven,Fortuna Sittard
0,0,16/12/1995,D,FC Groningen,Go Ahead Eagles
3,2,16/12/1995,H,SC Heerenveen,Roda JC
0,1,16/12/1995,A,NAC Breda,RKC Waalwijk
1,1,16/12/1995,D,NEC Nijmegen,De Graafschap
2,1,17/12/1995,H,FC Twente,FC Volendam
0,3,17/12/1995,A,FC Utrecht,Ajax
0,2,17/12/1995,A,Vitesse,Feyenoord
1,0,20/12/1995,H,Ajax,De Graafschap
0,5,20/12/1995,A,Go Ahead Eagles,PSV Eindhoven
0,0,20/12/1995,D,NAC Breda,Roda JC
0,0,23/12/1995,D,Fortuna Sittard,FC Groningen
5,2,23/12/1995,H,De Graafschap,Sparta Rotterdam
0,1,23/12/1995,A,Roda JC,Vitesse
1,2,23/12/1995,A,Willem II,Go Ahead Eagles
3,1,24/12/1995,H,Ajax,NEC Nijmegen
1,0,24/12/1995,H,Feyenoord,FC Twente
2,3,24/12/1995,A,RKC Waalwijk,SC Heerenveen
2,2,13/01/1996,D,Feyenoord,NAC Breda
1,0,14/01/1996,H,Willem II,Ajax
0,1,14/01/1996,A,FC Volendam,FC Utrecht
4,1,16/01/1996,H,PSV Eindhoven,NAC Breda
1,3,19/01/1996,A,SC Heerenveen,PSV Eindhoven
0,0,20/01/1996,D,Fortuna Sittard,Willem II
1,1,20/01/1996,D,NAC Breda,FC Groningen
3,3,21/01/1996,D,Sparta Rotterdam,Ajax
0,3,21/01/1996,A,FC Twente,Roda JC
1,2,21/01/1996,A,FC Utrecht,NEC Nijmegen
2,1,21/01/1996,H,Vitesse,RKC Waalwijk
0,3,21/01/1996,A,FC Volendam,Feyenoord
2,1,03/02/1996,H,NAC Breda,De Graafschap
0,0,04/02/1996,D,Vitesse,FC Groningen
2,0,04/02/1996,H,Feyenoord,Roda JC
0,0,04/02/1996,D,FC Utrecht,Sparta Rotterdam
1,1,07/02/1996,D,De Graafschap,Fortuna Sittard
1,0,07/02/1996,H,RKC Waalwijk,FC Twente
2,2,07/02/1996,D,NEC Nijmegen,Sparta Rotterdam
0,5,09/02/1996,A,Willem II,Vitesse
0,2,10/02/1996,A,NEC Nijmegen,Fortuna Sittard
7,0,10/02/1996,H,PSV Eindhoven,FC Volendam
1,1,11/02/1996,D,RKC Waalwijk,Feyenoord
0,1,24/02/1996,A,Fortuna Sittard,Sparta Rotterdam
2,1,24/02/1996,H,NAC Breda,NEC Nijmegen
6,2,25/02/1996,H,Ajax,SC Heerenveen
0,0,25/02/1996,D,Feyenoord,PSV Eindhoven
2,2,28/02/1996,D,Go Ahead Eagles,NEC Nijmegen
2,2,28/02/1996,D,De Graafschap,SC Heerenveen
2,0,02/03/1996,H,Go Ahead Eagles,Fortuna Sittard
4,1,02/03/1996,H,SC Heerenveen,NEC Nijmegen
3,0,02/03/1996,H,PSV Eindhoven,Roda JC
1,0,02/03/1996,H,Willem II,FC Volendam
2,1,03/03/1996,H,Vitesse,Ajax
1,0,03/03/1996,H,FC Groningen,Feyenoord
3,1,03/03/1996,H,Sparta Rotterdam,NAC Breda
1,0,03/03/1996,H,FC Twente,De Graafschap
0,0,03/03/1996,D,FC Utrecht,RKC Waalwijk
1,3,08/03/1996,A,RKC Waalwijk,PSV Eindhoven
1,0,09/03/1996,H,De Graafschap,FC Volendam
2,0,09/03/1996,H,NAC Breda,Go Ahead Eagles
0,0,09/03/1996,D,Roda JC,FC Groningen
5,2,09/03/1996,H,Sparta Rotterdam,SC Heerenveen
6,1,10/03/1996,H,Ajax,FC Twente
3,0,10/03/1996,H,Feyenoord,FC Utrecht
0,1,10/03/1996,A,NEC Nijmegen,Vitesse
1,1,12/03/1996,D,FC Groningen,SC Heerenveen
2,2,12/03/1996,D,Roda JC,RKC Waalwijk
1,2,13/03/1996,A,Fortuna Sittard,Ajax
4,0,13/03/1996,H,Go Ahead Eagles,De Graafschap
1,3,13/03/1996,A,Willem II,NAC Breda
1,4,15/03/1996,A,NEC Nijmegen,FC Twente
2,2,16/03/1996,D,Fortuna Sittard,NAC Breda
1,2,16/03/1996,A,Willem II,Roda JC
2,3,16/03/1996,A,Go Ahead Eagles,SC Heerenveen
0,0,16/03/1996,D,PSV Eindhoven,FC Utrecht
0,0,17/03/1996,D,FC Volendam,Ajax
1,1,17/03/1996,D,FC Groningen,RKC Waalwijk
3,2,17/03/1996,H,Vitesse,Sparta Rotterdam
1,1,17/03/1996,D,De Graafschap,Feyenoord
2,2,20/03/1996,D,FC Groningen,FC Twente
3,1,20/03/1996,H,Roda JC,FC Utrecht
0,3,22/03/1996,A,Vitesse,Go Ahead Eagles
5,1,23/03/1996,H,SC Heerenveen,Fortuna Sittard
3,1,23/03/1996,H,Roda JC,De Graafschap
2,0,24/03/1996,H,Ajax,Feyenoord
1,0,24/03/1996,H,FC Groningen,PSV Eindhoven
1,0,24/03/1996,H,FC Twente,Sparta Rotterdam
0,4,24/03/1996,A,FC Utrecht,NAC Breda
1,0,24/03/1996,H,FC Volendam,NEC Nijmegen
3,2,24/03/1996,H,RKC Waalwijk,Willem II
2,2,27/03/1996,D,Sparta Rotterdam,Roda JC
2,1,27/03/1996,H,FC Volendam,FC Groningen
0,1,27/03/1996,A,Vitesse,De Graafschap
3,2,27/03/1996,H,FC Twente,PSV Eindhoven
2,1,27/03/1996,H,Ajax,Go Ahead Eagles
2,1,27/03/1996,H,Fortuna Sittard,FC Utrecht
2,0,27/03/1996,H,Feyenoord,Willem II
0,0,30/03/1996,D,Fortuna Sittard,Vitesse
1,3,30/03/1996,A,Go Ahead Eagles,FC Twente
5,1,30/03/1996,H,NAC Breda,SC Heerenveen
2,0,30/03/1996,H,Roda JC,Ajax
1,0,30/03/1996,H,Sparta Rotterdam,FC Volendam
2,5,30/03/1996,A,Willem II,PSV Eindhoven
2,1,31/03/1996,H,Feyenoord,NEC Nijmegen
5,0,31/03/1996,H,RKC Waalwijk,De Graafschap
0,1,31/03/1996,A,FC Utrecht,FC Groningen
2,1,02/04/1996,H,FC Twente,Willem II
2,1,05/04/1996,H,FC Volendam,Go Ahead Eagles
1,0,06/04/1996,H,FC Twente,Fortuna Sittard
1,0,06/04/1996,H,PSV Eindhoven,Vitesse
2,1,06/04/1996,H,NEC Nijmegen,RKC Waalwijk
4,2,06/04/1996,H,SC Heerenveen,FC Utrecht
3,0,06/04/1996,H,FC Groningen,Willem II
2,0,06/04/1996,H,Ajax,NAC Breda
2,2,08/04/1996,D,SC Heerenveen,Willem II
1,1,08/04/1996,D,PSV Eindhoven,Ajax
2,0,08/04/1996,H,Vitesse,NAC Breda
2,0,09/04/1996,H,Roda JC,FC Volendam
1,0,09/04/1996,H,FC Utrecht,Go Ahead Eagles
1,1,10/04/1996,D,Feyenoord,Sparta Rotterdam
1,2,11/04/1996,A,De Graafschap,PSV Eindhoven
2,2,12/04/1996,D,Fortuna Sittard,FC Volendam
1,1,12/04/1996,D,Willem II,FC Utrecht
1,0,13/04/1996,H,Roda JC,NEC Nijmegen
1,2,13/04/1996,A,SC Heerenveen,Vitesse
1,0,13/04/1996,H,Ajax,RKC Waalwijk
0,3,14/04/1996,A,Go Ahead Eagles,Feyenoord
3,1,14/04/1996,H,De Graafschap,FC Groningen
4,1,14/04/1996,H,NAC Breda,FC Twente
2,0,17/04/1996,H,Sparta Rotterdam,Go Ahead Eagles
1,1,17/04/1996,D,FC Volendam,RKC Waalwijk
1,0,20/04/1996,H,PSV Eindhoven,NEC Nijmegen
5,0,20/04/1996,H,Roda JC,Go Ahead Eagles
1,1,20/04/1996,D,Willem II,De Graafschap
2,0,21/04/1996,H,FC Utrecht,Vitesse
1,2,21/04/1996,A,FC Volendam,NAC Breda
0,1,21/04/1996,A,FC Twente,SC Heerenveen
0,0,21/04/1996,D,RKC Waalwijk,Sparta Rotterdam
1,0,21/04/1996,H,Feyenoord,Fortuna Sittard
3,4,21/04/1996,A,FC Groningen,Ajax
0,2,28/04/1996,A,NEC Nijmegen,FC Groningen
1,1,28/04/1996,D,FC Utrecht,De Graafschap
2,1,28/04/1996,H,Sparta Rotterdam,PSV Eindhoven
2,0,28/04/1996,H,Vitesse,FC Twente
0,3,28/04/1996,A,NAC Breda,Feyenoord
1,1,28/04/1996,D,Fortuna Sittard,Roda JC
1,3,28/04/1996,A,Go Ahead Eagles,RKC Waalwijk
4,3,28/04/1996,H,SC Heerenveen,FC Volendam
5,1,28/04/1996,H,Ajax,Willem II
1,1,05/05/1996,D,RKC Waalwijk,Fortuna Sittard
4,1,05/05/1996,H,Feyenoord,SC Heerenveen
0,0,05/05/1996,D,De Graafschap,Ajax
5,1,05/05/1996,H,FC Groningen,Sparta Rotterdam
3,1,05/05/1996,H,PSV Eindhoven,Go Ahead Eagles
5,1,05/05/1996,H,Roda JC,NAC Breda
1,2,05/05/1996,A,FC Twente,FC Utrecht
1,1,05/05/1996,D,FC Volendam,Vitesse
1,3,05/05/1996,A,Willem II,NEC Nijmegen
1,1,20/08/1996,D,Roda JC,Feyenoord
2,2,21/08/1996,D,FC Utrecht,RKC Waalwijk
0,0,21/08/1996,D,Sparta Rotterdam,Fortuna Sittard
1,3,21/08/1996,A,SC Heerenveen,FC Twente
1,0,21/08/1996,H,Ajax,NAC Breda
0,2,21/08/1996,A,AZ Alkmaar,Vitesse
1,1,21/08/1996,D,FC Volendam,De Graafschap
0,0,21/08/1996,D,FC Groningen,Willem II
1,4,22/08/1996,A,NEC Nijmegen,PSV Eindhoven
3,2,24/08/1996,H,De Graafschap,RKC Waalwijk
0,1,24/08/1996,A,Willem II,Fortuna Sittard
2,0,24/08/1996,H,SC Heerenveen,Ajax
1,0,24/08/1996,H,NAC Breda,Sparta Rotterdam
1,0,25/08/1996,H,Vitesse,FC Utrecht
1,1,25/08/1996,D,FC Twente,Roda JC
4,1,25/08/1996,H,PSV Eindhoven,FC Groningen
3,0,25/08/1996,H,Feyenoord,FC Volendam
0,0,25/08/1996,D,NEC Nijmegen,AZ Alkmaar
2,4,27/08/1996,A,Fortuna Sittard,SC Heerenveen
1,0,28/08/1996,H,Ajax,AZ Alkmaar
2,1,28/08/1996,H,Feyenoord,De Graafschap
1,1,28/08/1996,D,FC Groningen,Roda JC
0,0,28/08/1996,D,FC Utrecht,FC Twente
1,1,28/08/1996,D,Vitesse,Sparta Rotterdam
1,3,28/08/1996,A,FC Volendam,PSV Eindhoven
1,3,28/08/1996,A,Willem II,RKC Waalwijk
1,1,29/08/1996,D,NAC Breda,NEC Nijmegen
0,1,03/09/1996,A,SC Heerenveen,NAC Breda
0,0,03/09/1996,D,FC Utrecht,FC Groningen
0,2,03/09/1996,A,Fortuna Sittard,Feyenoord
2,1,04/09/1996,H,AZ Alkmaar,FC Volendam
4,0,04/09/1996,H,De Graafschap,NEC Nijmegen
0,0,04/09/1996,D,Roda JC,Ajax
1,2,04/09/1996,A,Sparta Rotterdam,FC Twente
2,1,04/09/1996,H,Willem II,Vitesse
4,0,05/09/1996,H,PSV Eindhoven,RKC Waalwijk
1,5,06/09/1996,A,FC Groningen,SC Heerenveen
0,1,07/09/1996,A,AZ Alkmaar,Fortuna Sittard
4,1,07/09/1996,H,Feyenoord,Willem II
3,0,07/09/1996,H,Roda JC,FC Volendam
3,2,08/09/1996,H,Sparta Rotterdam,FC Utrecht
5,0,08/09/1996,H,PSV Eindhoven,NAC Breda
1,0,08/09/1996,H,FC Twente,De Graafschap
2,0,08/09/1996,H,NEC Nijmegen,Ajax
1,1,13/09/1996,D,Vitesse,SC Heerenveen
1,3,14/09/1996,A,Fortuna Sittard,FC Utrecht
1,0,14/09/1996,H,NAC Breda,AZ Alkmaar
2,4,15/09/1996,A,FC Groningen,NEC Nijmegen
2,0,15/09/1996,H,Ajax,Sparta Rotterdam
0,1,15/09/1996,A,FC Twente,Feyenoord
2,1,15/09/1996,H,FC Volendam,Willem II
0,2,15/09/1996,A,RKC Waalwijk,Roda JC
